probe_id	phase	context_type	query	entry_headword	entry_reading	route	reference_version	environment	count_value	count_kind	captured_row_count	exhaustive	captured_scope	rank	captured_at	private_evidence_pointer	evidence_sha256	japanese	english	japanese_id	english_id	pinned_corpus_presence	lexical_relation
D21	discovery	dictionary-entry-route	食べた	食べる	たべる	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	14	2026-08-14T23:50:33+09:00	private://issue-147/D21-entry-taberu-scroll-012.jpeg	330032c71a6c7e66a8adbfaf8f6d1ed1cbdcd62d4cf568598afb1b5bf4efa50c	魚が食べる。	A fish eats.	6828206	8092960	true	dictionary-entry-associated-example
D21	discovery	dictionary-entry-route	食べた	食べる	たべる	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	15	2026-08-14T23:50:50+09:00	private://issue-147/D21-entry-taberu-scroll-013.jpeg	392664de0cf32a28f08f8e81974d4025de1ca14927b46b854b2e4b939f1ed4f3	何か食べて。	Eat something.	7551813	2052041	true	dictionary-entry-associated-example
D21	discovery	dictionary-entry-route	食べた	食べる	たべる	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	16	2026-08-14T23:50:50+09:00	private://issue-147/D21-entry-taberu-scroll-013.jpeg	392664de0cf32a28f08f8e81974d4025de1ca14927b46b854b2e4b939f1ed4f3	食べなきゃ。	I have to eat.	8753239	2650958	true	dictionary-entry-associated-example
D21	discovery	dictionary-entry-route	食べた	食べる	たべる	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	17	2026-08-14T23:50:51+09:00	private://issue-147/D21-entry-taberu-scroll-014.jpeg	3266b43fa6bb0507e691fe1682982f99502f8247307b4f18a298184c20e8521a	食べようよ。	Let's eat.	9962253	1830543	true	dictionary-entry-associated-example
D21	discovery	dictionary-entry-route	食べた	食べる	たべる	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	18	2026-08-14T23:50:53+09:00	private://issue-147/D21-entry-taberu-scroll-015.jpeg	11ca4ad28c16da9c2e1aea1966fd7b6ec999dc34e4f4a561b4bdf44dc704b95c	食べないと。	You need to eat.	11851980	11333331	true	dictionary-entry-associated-example
D21	discovery	dictionary-entry-route	食べた	食べる	たべる	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	19	2026-08-14T23:50:55+09:00	private://issue-147/D21-entry-taberu-scroll-016.jpeg	7ff103922d93cad276eedfbe1f1ddc0f77063cbdea7863f57de13e5e9f6b1604	これ食べる？	Are you going to eat this?	12206268	3154896	true	dictionary-entry-associated-example
D21	discovery	dictionary-entry-route	食べた	食べる	たべる	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	20	2026-08-14T23:50:55+09:00	private://issue-147/D21-entry-taberu-scroll-016.jpeg	7ff103922d93cad276eedfbe1f1ddc0f77063cbdea7863f57de13e5e9f6b1604	食べに戻ろ。	Go back to eating.	12689090	13057426	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	1	2026-08-14T23:57:25+09:00	private://issue-147/D22-entry-neko-scroll-002.jpeg	80c8d3e649dd72fc634145bf869dc76a86ecbd52fa925bfb6aeca99b5bfb1ab1	猫だ！	It's a cat.	""	""	false	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	2	2026-08-14T23:57:27+09:00	private://issue-147/D22-entry-neko-scroll-003.jpeg	82fad85255eadbab90bbfcfa5dfca23331cdbb1bd7a337f7cb04f176af54d161	猫万歳！	Cats forever!	10495889	10778427	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	3	2026-08-14T23:57:27+09:00	private://issue-147/D22-entry-neko-scroll-003.jpeg	82fad85255eadbab90bbfcfa5dfca23331cdbb1bd7a337f7cb04f176af54d161	猫に小判。	Cast pearls before swine.	5113810	282020	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	4	2026-08-14T23:57:28+09:00	private://issue-147/D22-entry-neko-scroll-004.jpeg	c7d43ca497d3bbf95b88de54ebf68033f9cd658cc693346e37f8648e9757cd89	猫が寝る。	A cat sleeps.	6828218	8092953	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	5	2026-08-14T23:57:29+09:00	private://issue-147/D22-entry-neko-scroll-005.jpeg	8d271e89b8728c2835a6541bbf8dbfb070d1a4a5140a2bd4724d9905bc629a8e	猫が嫌い。	I hate cats.	8874675	3825839	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	6	2026-08-14T23:57:30+09:00	private://issue-147/D22-entry-neko-scroll-006.jpeg	fa3d6519bbb4094fdae0d8aaf4fa08a112ff2afca00d838dec87121268f1f61a	ネコがいる。	There is a cat.	198627	35821	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	7	2026-08-14T23:57:32+09:00	private://issue-147/D22-entry-neko-scroll-007.jpeg	378804fad04574c4374f3a6be9e97e599c6a4079e44b4be3132c971ee98b0b17	私の猫です。	That's my cat.	538768	471758	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	8	2026-08-14T23:57:34+09:00	private://issue-147/D22-entry-neko-scroll-008.jpeg	ffb691418c5dbc5bac8b609388482522be15a7eacb7b434b02dbea7c672cd14e	猫は濡れた。	The cat is wet.	1780171	1780076	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	9	2026-08-14T23:57:34+09:00	private://issue-147/D22-entry-neko-scroll-008.jpeg	ffb691418c5dbc5bac8b609388482522be15a7eacb7b434b02dbea7c672cd14e	私は猫です。	I'm a cat.	3456487	2068371	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	10	2026-08-14T23:57:35+09:00	private://issue-147/D22-entry-neko-scroll-009.jpeg	b9c1854caac0ef729c08a0a0cd7ac6cf1d440f38a0291991871dda6475414628	猫が寝ない。	The cat isn't sleeping.	6828215	8804660	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	11	2026-08-14T23:57:37+09:00	private://issue-147/D22-entry-neko-scroll-010.jpeg	da2e0b4608159ef1ddf6f59514070c08f8792ed03b29e15d4175e0b87423a98f	俺は猫かい？	Am I a cat?	9963984	9963970	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	12	2026-08-14T23:57:38+09:00	private://issue-147/D22-entry-neko-scroll-011.jpeg	e17e9f29f66c80b5b8eb4b9a49dd478a17f4537fe7cc8154b445f5642af7e863	猫は賢いよ。	Cats are smart.	10603327	2900859	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	13	2026-08-14T23:57:40+09:00	private://issue-147/D22-entry-neko-scroll-012.jpeg	98e055ac59cc5162f9db56de2425e9acdd6f749e150f760b9e136cffcfcfad22	猫に九生あり。	A cat has nine lives.	121984	282019	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	14	2026-08-15T01:11:30+09:00	private://issue-147/D22-entry-neko-top20-extension-02.png	33e4207185a871032d066c49a1cd125d20896a30fbc40760c1f31829d8c1f45e	猫にかつお節。	Setting a wolf to guard the sheep.	121987	282017	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	15	2026-08-15T01:11:30+09:00	private://issue-147/D22-entry-neko-top20-extension-02.png	33e4207185a871032d066c49a1cd125d20896a30fbc40760c1f31829d8c1f45e	窮鼠猫を噛む。	A cornered rat will bite a cat.	182372	19548	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	16	2026-08-15T01:11:30+09:00	private://issue-147/D22-entry-neko-top20-extension-02.png	33e4207185a871032d066c49a1cd125d20896a30fbc40760c1f31829d8c1f45e	猫が好きです。	I like cats.	354378	354379	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	17	2026-08-15T01:11:30+09:00	private://issue-147/D22-entry-neko-top20-extension-02.png	33e4207185a871032d066c49a1cd125d20896a30fbc40760c1f31829d8c1f45e	猫は黒いんだ。	The cat is black.	1172570	1107280	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	18	2026-08-15T01:11:30+09:00	private://issue-147/D22-entry-neko-top20-extension-02.png	33e4207185a871032d066c49a1cd125d20896a30fbc40760c1f31829d8c1f45e	これは猫です。	This is a cat.	3363883	5318944	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	19	2026-08-15T01:11:46+09:00	private://issue-147/D22-entry-neko-top20-extension-03.png	ca269b05f30344684e7ee53b553fd41ecec44c3bd95a6b3a1d9ecea1257107c5	猫をみつけた。	I found the cat.	7577167	7577329	true	dictionary-entry-associated-example
D22	discovery	dictionary-entry-route	ねこ	猫	ねこ	search-best-match-to-word-detail-inline-examples	Nihongo-1.34.3-9792	iPhone17ProMax-iOS26.6	""	not-displayed	20	false	ordered-top-20-structural-probe	20	2026-08-15T01:11:46+09:00	private://issue-147/D22-entry-neko-top20-extension-03.png	ca269b05f30344684e7ee53b553fd41ecec44c3bd95a6b3a1d9ecea1257107c5	ねこっかぶり！	You hypocrite!	9065865	2936461	true	dictionary-entry-associated-example
